date,store_id,category,units_sold,price,base_price,unit_cost,discount_pct,temperature_f,precipitation_in
2025-02-05,S001,tea,34,4.95,4.95,1.25,0.0,30.6,0.0
2025-02-05,S001,food,39,7.25,7.25,3.45,0.0,30.6,0.0
2025-02-05,S001,whole_bean,11,14.95,14.95,6.25,0.0,30.6,0.0
2025-02-06,S001,espresso,86,5.75,5.75,1.65,0.0,43.1,0.002
2025-02-06,S001,cold_beverage,52,6.25,6.25,1.85,0.0,43.1,0.002
2025-02-06,S001,tea,34,4.95,4.95,1.25,0.0,43.1,0.002
2025-02-06,S001,food,41,7.25,7.25,3.45,0.0,43.1,0.002
2025-02-06,S001,whole_bean,9,14.95,14.95,6.25,0.0,43.1,0.002
2025-02-07,S001,espresso,85,5.75,5.75,1.65,0.0,40.6,0.027
2025-02-07,S001,cold_beverage,46,6.25,6.25,1.85,0.0,40.6,0.027
2025-02-07,S001,tea,34,4.95,4.95,1.25,0.0,40.6,0.027
2025-02-07,S001,food,32,7.25,7.25,3.45,0.0,40.6,0.027
2025-02-07,S001,whole_bean,7,14.95,14.95,6.25,0.0,40.6,0.027
2025-02-08,S001,espresso,89,5.75,5.75,1.65,0.0,42.4,0.044
2025-02-08,S001,cold_beverage,38,6.25,6.25,1.85,0.0,42.4,0.044
2025-02-08,S001,tea,27,4.95,4.95,1.25,0.0,42.4,0.044
2025-02-08,S001,food,43,7.25,7.25,3.45,0.0,42.4,0.044
2025-02-08,S001,whole_bean,15,14.95,14.95,6.25,0.0,42.4,0.044
2025-02-09,S001,espresso,79,5.75,5.75,1.65,0.0,36.4,0.034
2025-02-09,S001,cold_beverage,55,6.25,6.25,1.85,0.0,36.4,0.034
2025-02-09,S001,tea,40,4.95,4.95,1.25,0.0,36.4,0.034
2025-02-09,S001,food,54,7.25,7.25,3.45,0.0,36.4,0.034
2025-02-09,S001,whole_bean,11,14.95,14.95,6.25,0.0,36.4,0.034
2025-02-10,S001,espresso,77,5.75,5.75,1.65,0.0,40.9,0.0
2025-02-10,S001,cold_beverage,51,6.25,6.25,1.85,0.0,40.9,0.0
2025-02-10,S001,tea,39,4.95,4.95,1.25,0.0,40.9,0.0
2025-02-10,S001,food,44,7.25,7.25,3.45,0.0,40.9,0.0
2025-02-10,S001,whole_bean,9,14.95,14.95,6.25,0.0,40.9,0.0
2025-02-11,S001,espresso,79,5.75,5.75,1.65,0.0,45.4,0.0
2025-02-11,S001,cold_beverage,44,6.25,6.25,1.85,0.0,45.4,0.0
2025-02-11,S001,tea,20,4.95,4.95,1.25,0.0,45.4,0.0
2025-02-11,S001,food,37,7.25,7.25,3.45,0.0,45.4,0.0
2025-02-11,S001,whole_bean,8,14.95,14.95,6.25,0.0,45.4,0.0
2025-02-12,S001,espresso,74,5.75,5.75,1.65,0.0,39.1,0.0
2025-02-12,S001,cold_beverage,45,6.25,6.25,1.85,0.0,39.1,0.0
2025-02-12,S001,tea,49,4.95,4.95,1.25,0.0,39.1,0.0
2025-02-12,S001,food,45,7.25,7.25,3.45,0.0,39.1,0.0
2025-02-12,S001,whole_bean,3,14.95,14.95,6.25,0.0,39.1,0.0
2025-02-13,S001,espresso,77,5.75,5.75,1.65,0.0,36.9,0.061
2025-02-13,S001,cold_beverage,44,6.25,6.25,1.85,0.0,36.9,0.061
2025-02-13,S001,tea,35,4.95,4.95,1.25,0.0,36.9,0.061
2025-02-13,S001,food,48,7.25,7.25,3.45,0.0,36.9,0.061
2025-02-13,S001,whole_bean,15,14.95,14.95,6.25,0.0,36.9,0.061
2025-02-14,S001,espresso,81,5.75,5.75,1.65,0.0,32.8,0.339
2025-02-14,S001,cold_beverage,36,6.25,6.25,1.85,0.0,32.8,0.339
2025-02-14,S001,tea,32,4.95,4.95,1.25,0.0,32.8,0.339
2025-02-14,S001,food,44,7.25,7.25,3.45,0.0,32.8,0.339
2025-02-14,S001,whole_bean,12,14.95,14.95,6.25,0.0,32.8,0.339
2025-02-15,S001,espresso,74,5.75,5.75,1.65,0.0,41.9,0.013
2025-02-15,S001,cold_beverage,59,6.25,6.25,1.85,0.0,41.9,0.013
2025-02-15,S001,tea,47,4.95,4.95,1.25,0.0,41.9,0.013
2025-02-15,S001,food,43,7.25,7.25,3.45,0.0,41.9,0.013
2025-02-15,S001,whole_bean,16,14.95,14.95,6.25,0.0,41.9,0.013
2025-02-16,S001,espresso,88,5.75,5.75,1.65,0.0,34.4,0.0
2025-02-16,S001,cold_beverage,51,6.25,6.25,1.85,0.0,34.4,0.0
2025-02-16,S001,tea,39,4.95,4.95,1.25,0.0,34.4,0.0
2025-02-16,S001,food,39,7.25,7.25,3.45,0.0,34.4,0.0
2025-02-16,S001,whole_bean,13,14.95,14.95,6.25,0.0,34.4,0.0
2025-02-17,S001,espresso,94,4.89,5.75,1.65,0.15,29.5,0.0
2025-02-17,S001,cold_beverage,37,6.25,6.25,1.85,0.0,29.5,0.0
2025-02-17,S001,tea,36,4.95,4.95,1.25,0.0,29.5,0.0
2025-02-17,S001,food,26,7.25,7.25,3.45,0.0,29.5,0.0
2025-02-17,S001,whole_bean,9,14.95,14.95,6.25,0.0,29.5,0.0
2025-02-18,S001,espresso,76,5.75,5.75,1.65,0.0,44.3,0.149
2025-02-18,S001,cold_beverage,37,6.25,6.25,1.85,0.0,44.3,0.149
2025-02-18,S001,tea,34,4.95,4.95,1.25,0.0,44.3,0.149
2025-02-18,S001,food,44,7.25,7.25,3.45,0.0,44.3,0.149
2025-02-18,S001,whole_bean,12,14.95,14.95,6.25,0.0,44.3,0.149
2025-02-19,S001,espresso,78,5.75,5.75,1.65,0.0,46.7,0.0
2025-02-19,S001,cold_beverage,44,6.25,6.25,1.85,0.0,46.7,0.0
2025-02-19,S001,tea,40,4.95,4.95,1.25,0.0,46.7,0.0
2025-02-19,S001,food,38,7.25,7.25,3.45,0.0,46.7,0.0
2025-02-19,S001,whole_bean,14,14.95,14.95,6.25,0.0,46.7,0.0
2025-02-20,S001,espresso,58,5.75,5.75,1.65,0.0,37.2,0.044
2025-02-20,S001,cold_beverage,40,6.25,6.25,1.85,0.0,37.2,0.044
2025-02-20,S001,tea,42,4.95,4.95,1.25,0.0,37.2,0.044
2025-02-20,S001,food,34,7.25,7.25,3.45,0.0,37.2,0.044
2025-02-20,S001,whole_bean,21,14.95,14.95,6.25,0.0,37.2,0.044
2025-02-21,S001,espresso,76,5.75,5.75,1.65,0.0,33.5,0.095
2025-02-21,S001,cold_beverage,26,6.25,6.25,1.85,0.0,33.5,0.095
2025-02-21,S001,tea,37,4.95,4.95,1.25,0.0,33.5,0.095
2025-02-21,S001,food,40,7.25,7.25,3.45,0.0,33.5,0.095
2025-02-21,S001,whole_bean,14,14.95,14.95,6.25,0.0,33.5,0.095
2025-02-22,S001,espresso,98,5.75,5.75,1.65,0.0,40.6,0.03
2025-02-22,S001,cold_beverage,68,6.25,6.25,1.85,0.0,40.6,0.03
2025-02-22,S001,tea,43,4.95,4.95,1.25,0.0,40.6,0.03
2025-02-22,S001,food,43,7.25,7.25,3.45,0.0,40.6,0.03
2025-02-22,S001,whole_bean,15,14.95,14.95,6.25,0.0,40.6,0.03
2025-02-23,S001,espresso,94,5.75,5.75,1.65,0.0,41.3,0.136
2025-02-23,S001,cold_beverage,53,6.25,6.25,1.85,0.0,41.3,0.136
2025-02-23,S001,tea,45,4.95,4.95,1.25,0.0,41.3,0.136
2025-02-23,S001,food,45,7.25,7.25,3.45,0.0,41.3,0.136
2025-02-23,S001,whole_bean,10,14.95,14.95,6.25,0.0,41.3,0.136
2025-02-24,S001,espresso,56,5.75,5.75,1.65,0.0,38.3,0.065
2025-02-24,S001,cold_beverage,50,6.25,6.25,1.85,0.0,38.3,0.065
2025-02-24,S001,tea,40,4.95,4.95,1.25,0.0,38.3,0.065
2025-02-24,S001,food,32,7.25,7.25,3.45,0.0,38.3,0.065
2025-02-24,S001,whole_bean,14,14.95,14.95,6.25,0.0,38.3,0.065
2025-02-25,S001,espresso,66,5.75,5.75,1.65,0.0,51.8,0.0
2025-02-25,S001,cold_beverage,63,6.25,6.25,1.85,0.0,51.8,0.0
2025-02-25,S001,tea,47,4.95,4.95,1.25,0.0,51.8,0.0
2025-02-25,S001,food,53,7.25,7.25,3.45,0.0,51.8,0.0
2025-02-25,S001,whole_bean,15,14.95,14.95,6.25,0.0,51.8,0.0
2025-02-26,S001,espresso,63,5.75,5.75,1.65,0.0,45.2,0.0
2025-02-26,S001,cold_beverage,55,6.25,6.25,1.85,0.0,45.2,0.0
2025-02-26,S001,tea,35,4.95,4.95,1.25,0.0,45.2,0.0
2025-02-26,S001,food,32,7.25,7.25,3.45,0.0,45.2,0.0
2025-02-26,S001,whole_bean,11,14.95,14.95,6.25,0.0,45.2,0.0
2025-02-27,S001,espresso,96,5.75,5.75,1.65,0.0,39.0,0.0
2025-02-27,S001,cold_beverage,42,6.25,6.25,1.85,0.0,39.0,0.0
2025-02-27,S001,tea,29,4.95,4.95,1.25,0.0,39.0,0.0
2025-02-27,S001,food,46,7.25,7.25,3.45,0.0,39.0,0.0
2025-02-27,S001,whole_bean,10,14.95,14.95,6.25,0.0,39.0,0.0
2025-02-28,S001,espresso,81,5.75,5.75,1.65,0.0,44.4,0.018
2025-02-28,S001,cold_beverage,51,6.25,6.25,1.85,0.0,44.4,0.018
2025-02-28,S001,tea,26,4.95,4.95,1.25,0.0,44.4,0.018
2025-02-28,S001,food,39,7.25,7.25,3.45,0.0,44.4,0.018
2025-02-28,S001,whole_bean,16,14.95,14.95,6.25,0.0,44.4,0.018
2025-03-01,S001,espresso,83,5.75,5.75,1.65,0.0,50.7,0.065
2025-03-01,S001,cold_beverage,65,6.25,6.25,1.85,0.0,50.7,0.065
2025-03-01,S001,tea,37,4.95,4.95,1.25,0.0,50.7,0.065
2025-03-01,S001,food,36,7.25,7.25,3.45,0.0,50.7,0.065
2025-03-01,S001,whole_bean,14,14.95,14.95,6.25,0.0,50.7,0.065
2025-03-02,S001,espresso,98,5.75,5.75,1.65,0.0,38.6,0.0
2025-03-02,S001,cold_beverage,47,6.25,6.25,1.85,0.0,38.6,0.0
2025-03-02,S001,tea,33,4.95,4.95,1.25,0.0,38.6,0.0
2025-03-02,S001,food,50,7.25,7.25,3.45,0.0,38.6,0.0
2025-03-02,S001,whole_bean,7,14.95,14.95,6.25,0.0,38.6,0.0
2025-03-03,S001,espresso,66,5.75,5.75,1.65,0.0,32.5,0.084
2025-03-03,S001,cold_beverage,39,6.25,6.25,1.85,0.0,32.5,0.084
2025-03-03,S001,tea,52,4.95,4.95,1.25,0.0,32.5,0.084
2025-03-03,S001,food,39,7.25,7.25,3.45,0.0,32.5,0.084
2025-03-03,S001,whole_bean,13,14.95,14.95,6.25,0.0,32.5,0.084
2025-03-04,S001,espresso,74,5.75,5.75,1.65,0.0,37.0,0.064
2025-03-04,S001,cold_beverage,60,6.25,6.25,1.85,0.0,37.0,0.064
2025-03-04,S001,tea,26,4.95,4.95,1.25,0.0,37.0,0.064
2025-03-04,S001,food,43,7.25,7.25,3.45,0.0,37.0,0.064
2025-03-04,S001,whole_bean,11,14.95,14.95,6.25,0.0,37.0,0.064
2025-03-05,S001,espresso,69,5.75,5.75,1.65,0.0,43.7,0.0
2025-03-05,S001,cold_beverage,56,6.25,6.25,1.85,0.0,43.7,0.0
2025-03-05,S001,tea,38,4.95,4.95,1.25,0.0,43.7,0.0
2025-03-05,S001,food,37,7.25,7.25,3.45,0.0,43.7,0.0
2025-03-05,S001,whole_bean,14,14.95,14.95,6.25,0.0,43.7,0.0
2025-03-06,S001,espresso,71,5.75,5.75,1.65,0.0,30.5,0.117
2025-03-06,S001,cold_beverage,35,6.25,6.25,1.85,0.0,30.5,0.117
2025-03-06,S001,tea,42,4.95,4.95,1.25,0.0,30.5,0.117
2025-03-06,S001,food,41,7.25,7.25,3.45,0.0,30.5,0.117
2025-03-06,S001,whole_bean,16,14.95,14.95,6.25,0.0,30.5,0.117
2025-03-07,S001,espresso,72,5.75,5.75,1.65,0.0,42.4,0.0
2025-03-07,S001,cold_beverage,48,6.25,6.25,1.85,0.0,42.4,0.0
2025-03-07,S001,tea,37,4.95,4.95,1.25,0.0,42.4,0.0
2025-03-07,S001,food,37,7.25,7.25,3.45,0.0,42.4,0.0
2025-03-07,S001,whole_bean,13,14.95,14.95,6.25,0.0,42.4,0.0
2025-03-08,S001,espresso,87,5.75,5.75,1.65,0.0,34.8,0.0
2025-03-08,S001,cold_beverage,58,6.25,6.25,1.85,0.0,34.8,0.0
2025-03-08,S001,tea,36,4.95,4.95,1.25,0.0,34.8,0.0
2025-03-08,S001,food,42,7.25,7.25,3.45,0.0,34.8,0.0
2025-03-08,S001,whole_bean,16,14.95,14.95,6.25,0.0,34.8,0.0
2025-03-09,S001,espresso,90,5.75,5.75,1.65,0.0,39.8,0.222
2025-03-09,S001,cold_beverage,49,6.25,6.25,1.85,0.0,39.8,0.222
2025-03-09,S001,tea,34,4.95,4.95,1.25,0.0,39.8,0.222
2025-03-09,S001,food,40,7.25,7.25,3.45,0.0,39.8,0.222
2025-03-09,S001,whole_bean,9,14.95,14.95,6.25,0.0,39.8,0.222
2025-03-10,S001,espresso,70,5.75,5.75,1.65,0.0,46.5,0.0
2025-03-10,S001,cold_beverage,74,5.31,6.25,1.85,0.15,46.5,0.0
2025-03-10,S001,tea,31,4.95,4.95,1.25,0.0,46.5,0.0
2025-03-10,S001,food,39,7.25,7.25,3.45,0.0,46.5,0.0
